"Subject","Task","Lang","Trial","Score"
2,"kategori","L2",23,1
2,"kategori","L2",24,1
3,"form","L1",1,1
3,"form","L1",2,1
3,"form","L1",3,1
3,"form","L1",4,1
3,"form","L1",5,1
3,"form","L1",6,1
3,"form","L1",7,1
3,"form","L1",8,1
3,"form","L1",9,1
3,"form","L1",10,1
3,"form","L1",11,1
3,"form","L1",12,1
3,"form","L1",13,1
3,"form","L1",14,1
3,"form","L1",15,1
3,"form","L1",16,1
3,"form","L1",17,1
3,"form","L1",18,1
3,"form","L1",19,1
3,"form","L1",20,1
3,"form","L1",21,1
3,"form","L1",22,1
3,"form","L1",23,1
3,"form","L1",24,1
3,"kategori","L1",1,1
3,"kategori","L1",2,1
3,"kategori","L1",3,1
3,"kategori","L1",4,1
3,"kategori","L1",5,1
3,"kategori","L1",6,1
3,"kategori","L1",7,1
3,"kategori","L1",8,1
3,"kategori","L1",9,1
3,"kategori","L1",10,1
3,"kategori","L1",11,1
3,"kategori","L1",12,1
3,"kategori","L1",13,1
3,"kategori","L1",14,1
3,"kategori","L1",15,1
3,"kategori","L1",16,1
3,"kategori","L1",17,1
3,"kategori","L1",18,1
3,"kategori","L1",19,1
3,"kategori","L1",20,1
3,"kategori","L1",21,1
3,"kategori","L1",22,1
3,"kategori","L1",23,1
3,"kategori","L1",24,1
3,"form","L2",1,1
3,"form","L2",2,1
3,"form","L2",3,1
3,"form","L2",4,1
3,"form","L2",5,1
3,"form","L2",6,0
3,"form","L2",7,1
3,"form","L2",8,1
3,"form","L2",9,1
3,"form","L2",10,1
3,"form","L2",11,1
3,"form","L2",12,1
3,"form","L2",13,1
3,"form","L2",14,1
3,"form","L2",15,1
3,"form","L2",16,1
3,"form","L2",17,1
3,"form","L2",18,1
3,"form","L2",19,1
3,"form","L2",20,1
3,"form","L2",21,1
3,"form","L2",22,1
3,"form","L2",23,1
3,"form","L2",24,1
3,"kategori","L2",1,1
3,"kategori","L2",2,1
3,"kategori","L2",3,1
3,"kategori","L2",4,1
3,"kategori","L2",5,1
3,"kategori","L2",6,1
3,"kategori","L2",7,1
3,"kategori","L2",8,1
3,"kategori","L2",9,1
3,"kategori","L2",10,1
3,"kategori","L2",11,1
3,"kategori","L2",12,1
3,"kategori","L2",13,1
3,"kategori","L2",14,1
3,"kategori","L2",15,1
3,"kategori","L2",16,1
3,"kategori","L2",17,1
3,"kategori","L2",18,1
3,"kategori","L2",19,1
3,"kategori","L2",20,1
3,"kategori","L2",21,1
3,"kategori","L2",22,1
3,"kategori","L2",23,1
3,"kategori","L2",24,1
4,"form","L1",1,0
4,"form","L1",2,1
4,"form","L1",3,1
4,"form","L1",4,1
4,"form","L1",5,1
4,"form","L1",6,1
4,"form","L1",7,1
4,"form","L1",8,1
4,"form","L1",9,1
4,"form","L1",10,1
4,"form","L1",11,1
4,"form","L1",12,1
4,"form","L1",13,1
4,"form","L1",14,1
4,"form","L1",15,1
4,"form","L1",16,1
4,"form","L1",17,1
4,"form","L1",18,1
4,"form","L1",19,1
4,"form","L1",20,1
4,"form","L1",21,1
4,"form","L1",22,1
4,"form","L1",23,1
4,"form","L1",24,1
4,"kategori","L1",1,1
4,"kategori","L1",2,1
4,"kategori","L1",3,1
4,"kategori","L1",4,1
4,"kategori","L1",5,1
4,"kategori","L1",6,1
4,"kategori","L1",7,1
4,"kategori","L1",8,1
4,"kategori","L1",9,1
4,"kategori","L1",10,1
4,"kategori","L1",11,1
4,"kategori","L1",12,1
4,"kategori","L1",13,1
4,"kategori","L1",14,1
4,"kategori","L1",15,1
4,"kategori","L1",16,1
4,"kategori","L1",17,1
4,"kategori","L1",18,1
4,"kategori","L1",19,1
4,"kategori","L1",20,1
4,"kategori","L1",21,1
4,"kategori","L1",22,1
4,"kategori","L1",23,1
4,"kategori","L1",24,1
4,"form","L2",1,1
4,"form","L2",2,1
4,"form","L2",3,1
4,"form","L2",4,0
4,"form","L2",5,1
4,"form","L2",6,1
4,"form","L2",7,1
4,"form","L2",8,1
4,"form","L2",9,1
4,"form","L2",10,1
4,"form","L2",11,1
4,"form","L2",12,1
4,"form","L2",13,1
4,"form","L2",14,1
4,"form","L2",15,1
4,"form","L2",16,1
4,"form","L2",17,1
4,"form","L2",18,1
4,"form","L2",19,1
4,"form","L2",20,1
4,"form","L2",21,1
4,"form","L2",22,1
4,"form","L2",23,1
4,"form","L2",24,1
4,"kategori","L2",1,1
4,"kategori","L2",2,1
4,"kategori","L2",3,1
4,"kategori","L2",4,1
4,"kategori","L2",5,1
4,"kategori","L2",6,1
4,"kategori","L2",7,1
4,"kategori","L2",8,1
4,"kategori","L2",9,1
4,"kategori","L2",10,1
4,"kategori","L2",11,1
4,"kategori","L2",12,1
4,"kategori","L2",13,1
4,"kategori","L2",14,1
4,"kategori","L2",15,1
4,"kategori","L2",16,1
4,"kategori","L2",17,1
4,"kategori","L2",18,1
4,"kategori","L2",19,1
4,"kategori","L2",20,1
4,"kategori","L2",21,1
4,"kategori","L2",22,1
4,"kategori","L2",23,1
4,"kategori","L2",24,1
5,"form","L1",1,1
5,"form","L1",2,1
5,"form","L1",3,1
5,"form","L1",4,1
5,"form","L1",5,1
5,"form","L1",6,1
5,"form","L1",7,1
5,"form","L1",8,1
5,"form","L1",9,1
5,"form","L1",10,1
5,"form","L1",11,1
5,"form","L1",12,1
5,"form","L1",13,1
5,"form","L1",14,1
5,"form","L1",15,1
5,"form","L1",16,1
5,"form","L1",17,1
5,"form","L1",18,1
5,"form","L1",19,1
5,"form","L1",20,1
5,"form","L1",21,1
5,"form","L1",22,1
5,"form","L1",23,1
5,"form","L1",24,1
5,"kategori","L1",1,1
5,"kategori","L1",2,1
5,"kategori","L1",3,1
5,"kategori","L1",4,1
5,"kategori","L1",5,1
5,"kategori","L1",6,1
5,"kategori","L1",7,1
5,"kategori","L1",8,1
5,"kategori","L1",9,1
5,"kategori","L1",10,1
5,"kategori","L1",11,1
5,"kategori","L1",12,1
5,"kategori","L1",13,1
5,"kategori","L1",14,1
5,"kategori","L1",15,1
5,"kategori","L1",16,1
5,"kategori","L1",17,1
5,"kategori","L1",18,1
5,"kategori","L1",19,1
5,"kategori","L1",20,1
5,"kategori","L1",21,1
5,"kategori","L1",22,1
5,"kategori","L1",23,1
5,"kategori","L1",24,1
5,"form","L2",1,1
5,"form","L2",2,0
5,"form","L2",3,1
5,"form","L2",4,1
5,"form","L2",5,1
5,"form","L2",6,1
5,"form","L2",7,1
5,"form","L2",8,1
5,"form","L2",9,1
5,"form","L2",10,1
5,"form","L2",11,1
5,"form","L2",12,1
5,"form","L2",13,1
5,"form","L2",14,1
5,"form","L2",15,0
5,"form","L2",16,1
5,"form","L2",17,0
5,"form","L2",18,0
5,"form","L2",19,1
5,"form","L2",20,1
5,"form","L2",21,1
5,"form","L2",22,1
5,"form","L2",23,1
5,"form","L2",24,0
5,"kategori","L2",1,1
5,"kategori","L2",2,1
5,"kategori","L2",3,1
5,"kategori","L2",4,1
5,"kategori","L2",5,1
5,"kategori","L2",6,1
5,"kategori","L2",7,1
5,"kategori","L2",8,1
5,"kategori","L2",9,1
5,"kategori","L2",10,1
5,"kategori","L2",11,0
5,"kategori","L2",12,1
5,"kategori","L2",13,1
5,"kategori","L2",14,1
5,"kategori","L2",15,1
5,"kategori","L2",16,1
5,"kategori","L2",17,1
5,"kategori","L2",18,1
5,"kategori","L2",19,1
5,"kategori","L2",20,1
5,"kategori","L2",21,1
5,"kategori","L2",22,1
5,"kategori","L2",23,1
5,"kategori","L2",24,1
6,"form","L1",1,1
6,"form","L1",2,1
6,"form","L1",3,1
6,"form","L1",4,1
6,"form","L1",5,1
6,"form","L1",6,1
6,"form","L1",7,1
6,"form","L1",8,0
6,"form","L1",9,1
6,"form","L1",10,1
6,"form","L1",11,1
6,"form","L1",12,1
6,"form","L1",13,1
6,"form","L1",14,0
6,"form","L1",15,1
6,"form","L1",16,1
6,"form","L1",17,1
6,"form","L1",18,1
6,"form","L1",19,1
6,"form","L1",20,1
6,"form","L1",21,1
6,"form","L1",22,1
6,"form","L1",23,1
6,"form","L1",24,1
6,"kategori","L1",1,1
6,"kategori","L1",2,1
6,"kategori","L1",3,1
6,"kategori","L1",4,1
6,"kategori","L1",5,1
6,"kategori","L1",6,1
6,"kategori","L1",7,1
6,"kategori","L1",8,1
6,"kategori","L1",9,1
6,"kategori","L1",10,1
6,"kategori","L1",11,1
6,"kategori","L1",12,1
6,"kategori","L1",13,1
6,"kategori","L1",14,1
6,"kategori","L1",15,1
6,"kategori","L1",16,1
6,"kategori","L1",17,1
6,"kategori","L1",18,1
6,"kategori","L1",19,1
6,"kategori","L1",20,1
6,"kategori","L1",21,0
6,"kategori","L1",22,1
6,"kategori","L1",23,1
6,"kategori","L1",24,1
6,"form","L2",1,1
6,"form","L2",2,0
6,"form","L2",3,1
6,"form","L2",4,1
6,"form","L2",5,1
6,"form","L2",6,1
6,"form","L2",7,1
6,"form","L2",8,1
6,"form","L2",9,1
6,"form","L2",10,1
6,"form","L2",11,1
6,"form","L2",12,1
6,"form","L2",13,1
6,"form","L2",14,1
6,"form","L2",15,1
6,"form","L2",16,1
6,"form","L2",17,1
6,"form","L2",18,1
6,"form","L2",19,1
6,"form","L2",20,1
6,"form","L2",21,1
6,"form","L2",22,1
6,"form","L2",23,0
6,"form","L2",24,1
6,"kategori","L2",1,1
6,"kategori","L2",2,1
6,"kategori","L2",3,1
6,"kategori","L2",4,1
6,"kategori","L2",5,1
6,"kategori","L2",6,1
6,"kategori","L2",7,1
6,"kategori","L2",8,1
6,"kategori","L2",9,1
6,"kategori","L2",10,1
6,"kategori","L2",11,1
6,"kategori","L2",12,1
6,"kategori","L2",13,1
6,"kategori","L2",14,1
6,"kategori","L2",15,1
6,"kategori","L2",16,1
6,"kategori","L2",17,1
6,"kategori","L2",18,1
6,"kategori","L2",19,1
6,"kategori","L2",20,1
6,"kategori","L2",21,1
6,"kategori","L2",22,1
6,"kategori","L2",23,1
6,"kategori","L2",24,1
7,"form","L1",1,1
7,"form","L1",2,1
7,"form","L1",3,1
7,"form","L1",4,1
7,"form","L1",5,1
7,"form","L1",6,1
7,"form","L1",7,1
7,"form","L1",8,1
7,"form","L1",9,1
7,"form","L1",10,1
7,"form","L1",11,1
7,"form","L1",12,1
7,"form","L1",13,1
7,"form","L1",14,1
7,"form","L1",15,1
7,"form","L1",16,1
7,"form","L1",17,1
7,"form","L1",18,1
7,"form","L1",19,1
7,"form","L1",20,1
7,"form","L1",21,1
7,"form","L1",22,1
7,"form","L1",23,1
7,"form","L1",24,1
7,"kategori","L1",1,1
7,"kategori","L1",2,1
7,"kategori","L1",3,1
7,"kategori","L1",4,1
7,"kategori","L1",5,1
7,"kategori","L1",6,1
7,"kategori","L1",7,1
7,"kategori","L1",8,1
7,"kategori","L1",9,1
7,"kategori","L1",10,1
7,"kategori","L1",11,1
7,"kategori","L1",12,1
7,"kategori","L1",13,1
7,"kategori","L1",14,1
7,"kategori","L1",15,1
7,"kategori","L1",16,1
7,"kategori","L1",17,1
7,"kategori","L1",18,1
7,"kategori","L1",19,1
7,"kategori","L1",20,1
7,"kategori","L1",21,1
7,"kategori","L1",22,1
7,"kategori","L1",23,1
7,"kategori","L1",24,1
7,"form","L2",1,0
7,"form","L2",2,1
7,"form","L2",3,1
7,"form","L2",4,1
7,"form","L2",5,1
7,"form","L2",6,1
7,"form","L2",7,1
7,"form","L2",8,1
7,"form","L2",9,0
7,"form","L2",10,1
7,"form","L2",11,1
7,"form","L2",12,1
7,"form","L2",13,1
7,"form","L2",14,1
7,"form","L2",15,1
7,"form","L2",16,1
7,"form","L2",17,1
7,"form","L2",18,1
7,"form","L2",19,1
7,"form","L2",20,1
7,"form","L2",21,1
7,"form","L2",22,1
7,"form","L2",23,1
7,"form","L2",24,1
7,"kategori","L2",1,1
7,"kategori","L2",2,1
7,"kategori","L2",3,1
7,"kategori","L2",4,1
7,"kategori","L2",5,1
7,"kategori","L2",6,1
7,"kategori","L2",7,1
7,"kategori","L2",8,1
7,"kategori","L2",9,1
7,"kategori","L2",10,1
7,"kategori","L2",11,1
7,"kategori","L2",12,1
7,"kategori","L2",13,1
7,"kategori","L2",14,1
7,"kategori","L2",15,1
7,"kategori","L2",16,1
7,"kategori","L2",17,1
7,"kategori","L2",18,1
7,"kategori","L2",19,1
7,"kategori","L2",20,1
7,"kategori","L2",21,1
7,"kategori","L2",22,1
7,"kategori","L2",23,1
7,"kategori","L2",24,1
8,"form","L1",1,1
8,"form","L1",2,1
8,"form","L1",3,1
8,"form","L1",4,1
8,"form","L1",5,1
8,"form","L1",6,1
8,"form","L1",7,1
8,"form","L1",8,1
8,"form","L1",9,0
8,"form","L1",10,1
8,"form","L1",11,1
8,"form","L1",12,1
8,"form","L1",13,1
8,"form","L1",14,1
8,"form","L1",15,1
8,"form","L1",16,1
8,"form","L1",17,1
8,"form","L1",18,1
8,"form","L1",19,1
8,"form","L1",20,1
8,"form","L1",21,1
8,"form","L1",22,1
8,"form","L1",23,0
8,"form","L1",24,1
8,"kategori","L1",1,1
8,"kategori","L1",2,1
8,"kategori","L1",3,1
8,"kategori","L1",4,1
8,"kategori","L1",5,1
8,"kategori","L1",6,1
8,"kategori","L1",7,1
8,"kategori","L1",8,1
8,"kategori","L1",9,1
8,"kategori","L1",10,1
8,"kategori","L1",11,1
8,"kategori","L1",12,1
8,"kategori","L1",13,1
8,"kategori","L1",14,1
8,"kategori","L1",15,1
8,"kategori","L1",16,1
8,"kategori","L1",17,1
8,"kategori","L1",18,1
8,"kategori","L1",19,1
8,"kategori","L1",20,1
8,"kategori","L1",21,1
8,"kategori","L1",22,1
8,"kategori","L1",23,1
8,"kategori","L1",24,1
8,"form","L2",1,1
8,"form","L2",2,1
8,"form","L2",3,1
8,"form","L2",4,1
8,"form","L2",5,1
8,"form","L2",6,1
8,"form","L2",7,1
8,"form","L2",8,1
8,"form","L2",9,1
8,"form","L2",10,1
8,"form","L2",11,1
8,"form","L2",12,1
8,"form","L2",13,1
8,"form","L2",14,1
8,"form","L2",15,1
8,"form","L2",16,1
8,"form","L2",17,1
8,"form","L2",18,1
8,"form","L2",19,1
8,"form","L2",20,1
8,"form","L2",21,0
8,"form","L2",22,1
8,"form","L2",23,1
8,"form","L2",24,1
8,"kategori","L2",1,1
8,"kategori","L2",2,1
8,"kategori","L2",3,1
8,"kategori","L2",4,1
8,"kategori","L2",5,1
8,"kategori","L2",6,1
8,"kategori","L2",7,1
8,"kategori","L2",8,1
8,"kategori","L2",9,1
8,"kategori","L2",10,1
8,"kategori","L2",11,1
8,"kategori","L2",12,1
8,"kategori","L2",13,1
8,"kategori","L2",14,1
8,"kategori","L2",15,1
8,"kategori","L2",16,1
8,"kategori","L2",17,1
8,"kategori","L2",18,1
8,"kategori","L2",19,1
8,"kategori","L2",20,1
8,"kategori","L2",21,1
8,"kategori","L2",22,1
8,"kategori","L2",23,1
8,"kategori","L2",24,1
9,"form","L1",1,1
9,"form","L1",2,1
9,"form","L1",3,1
9,"form","L1",4,1
9,"form","L1",5,1
9,"form","L1",6,1
9,"form","L1",7,1
9,"form","L1",8,1
9,"form","L1",9,1
9,"form","L1",10,1
9,"form","L1",11,0
9,"form","L1",12,1
9,"form","L1",13,1
9,"form","L1",14,1
9,"form","L1",15,1
9,"form","L1",16,1
9,"form","L1",17,1
9,"form","L1",18,1
9,"form","L1",19,1
9,"form","L1",20,1
9,"form","L1",21,1
9,"form","L1",22,1
9,"form","L1",23,1
9,"form","L1",24,1
9,"kategori","L1",1,1
9,"kategori","L1",2,1
9,"kategori","L1",3,1
9,"kategori","L1",4,1
9,"kategori","L1",5,1
9,"kategori","L1",6,1
9,"kategori","L1",7,1
9,"kategori","L1",8,1
9,"kategori","L1",9,1
9,"kategori","L1",10,1
9,"kategori","L1",11,1
9,"kategori","L1",12,1
9,"kategori","L1",13,1
9,"kategori","L1",14,1
9,"kategori","L1",15,1
9,"kategori","L1",16,1
9,"kategori","L1",17,1
9,"kategori","L1",18,1
9,"kategori","L1",19,1
9,"kategori","L1",20,1
9,"kategori","L1",21,1
9,"kategori","L1",22,1
9,"kategori","L1",23,1
9,"kategori","L1",24,1
9,"form","L2",1,1
9,"form","L2",2,1
9,"form","L2",3,1
9,"form","L2",4,1
9,"form","L2",5,1
9,"form","L2",6,1
9,"form","L2",7,1
9,"form","L2",8,1
9,"form","L2",9,0
9,"form","L2",10,1
9,"form","L2",11,1
9,"form","L2",12,1
9,"form","L2",13,1
9,"form","L2",14,1
9,"form","L2",15,0
9,"form","L2",16,1
9,"form","L2",17,1
9,"form","L2",18,1
9,"form","L2",19,1
9,"form","L2",20,1
9,"form","L2",21,1
9,"form","L2",22,1
9,"form","L2",23,1
9,"form","L2",24,0
9,"kategori","L2",1,1
9,"kategori","L2",2,1
9,"kategori","L2",3,1
9,"kategori","L2",4,1
9,"kategori","L2",5,1
9,"kategori","L2",6,1
9,"kategori","L2",7,1
9,"kategori","L2",8,1
9,"kategori","L2",9,1
9,"kategori","L2",10,1
9,"kategori","L2",11,1
9,"kategori","L2",12,1
9,"kategori","L2",13,1
9,"kategori","L2",14,1
9,"kategori","L2",15,1
9,"kategori","L2",16,1
9,"kategori","L2",17,1
9,"kategori","L2",18,1
9,"kategori","L2",19,1
9,"kategori","L2",20,1
9,"kategori","L2",21,1
9,"kategori","L2",22,1
9,"kategori","L2",23,1
9,"kategori","L2",24,1
10,"form","L1",1,1
10,"form","L1",2,1
10,"form","L1",3,1
10,"form","L1",4,1
10,"form","L1",5,1
10,"form","L1",6,1
10,"form","L1",7,1
10,"form","L1",8,1
10,"form","L1",9,1
10,"form","L1",10,1
10,"form","L1",11,1
10,"form","L1",12,1
10,"form","L1",13,1
10,"form","L1",14,1
10,"form","L1",15,1
10,"form","L1",16,1
10,"form","L1",17,1
10,"form","L1",18,1
10,"form","L1",19,1
10,"form","L1",20,1
10,"form","L1",21,1
10,"form","L1",22,1
10,"form","L1",23,1
10,"form","L1",24,1
10,"kategori","L1",1,1
10,"kategori","L1",2,1
10,"kategori","L1",3,1
10,"kategori","L1",4,1
10,"kategori","L1",5,1
10,"kategori","L1",6,1
10,"kategori","L1",7,1
10,"kategori","L1",8,1
10,"kategori","L1",9,1
10,"kategori","L1",10,1
10,"kategori","L1",11,1
10,"kategori","L1",12,1
10,"kategori","L1",13,1
10,"kategori","L1",14,1
10,"kategori","L1",15,1
10,"kategori","L1",16,1
10,"kategori","L1",17,1
10,"kategori","L1",18,1
10,"kategori","L1",19,1
10,"kategori","L1",20,1
10,"kategori","L1",21,1
10,"kategori","L1",22,1
10,"kategori","L1",23,1
10,"kategori","L1",24,1
10,"form","L2",1,1
10,"form","L2",2,1
10,"form","L2",3,1
10,"form","L2",4,0
10,"form","L2",5,1
10,"form","L2",6,1
10,"form","L2",7,1
10,"form","L2",8,1
10,"form","L2",9,1
10,"form","L2",10,1
10,"form","L2",11,1
10,"form","L2",12,1
10,"form","L2",13,1
10,"form","L2",14,1
10,"form","L2",15,1
10,"form","L2",16,1
10,"form","L2",17,1
10,"form","L2",18,1
10,"form","L2",19,1
10,"form","L2",20,1
10,"form","L2",21,1
10,"form","L2",22,1
10,"form","L2",23,1
10,"form","L2",24,1
10,"kategori","L2",1,1
10,"kategori","L2",2,0
10,"kategori","L2",3,1
10,"kategori","L2",4,1
10,"kategori","L2",5,1
10,"kategori","L2",6,1
10,"kategori","L2",7,1
10,"kategori","L2",8,1
10,"kategori","L2",9,1
10,"kategori","L2",10,1
10,"kategori","L2",11,1
10,"kategori","L2",12,1
10,"kategori","L2",13,1
10,"kategori","L2",14,1
10,"kategori","L2",15,1
10,"kategori","L2",16,1
10,"kategori","L2",17,1
10,"kategori","L2",18,1
10,"kategori","L2",19,1
10,"kategori","L2",20,1
10,"kategori","L2",21,1
10,"kategori","L2",22,1
10,"kategori","L2",23,1
10,"kategori","L2",24,1
11,"form","L1",1,1
11,"form","L1",2,1
11,"form","L1",3,1
11,"form","L1",4,1
11,"form","L1",5,1
11,"form","L1",6,1
11,"form","L1",7,1
11,"form","L1",8,1
11,"form","L1",9,1
11,"form","L1",10,1
11,"form","L1",11,1
11,"form","L1",12,1
11,"form","L1",13,1
11,"form","L1",14,1
11,"form","L1",15,1
11,"form","L1",16,1
11,"form","L1",17,1
11,"form","L1",18,1
11,"form","L1",19,1
11,"form","L1",20,1
11,"form","L1",21,1
11,"form","L1",22,1
11,"form","L1",23,1
11,"form","L1",24,1
11,"kategori","L1",1,1
11,"kategori","L1",2,1
11,"kategori","L1",3,1
11,"kategori","L1",4,1
11,"kategori","L1",5,1
11,"kategori","L1",6,1
11,"kategori","L1",7,1
11,"kategori","L1",8,1
11,"kategori","L1",9,1
11,"kategori","L1",10,1
11,"kategori","L1",11,1
11,"kategori","L1",12,1
11,"kategori","L1",13,1
11,"kategori","L1",14,1
11,"kategori","L1",15,1
11,"kategori","L1",16,1
11,"kategori","L1",17,1
11,"kategori","L1",18,1
11,"kategori","L1",19,1
11,"kategori","L1",20,1
11,"kategori","L1",21,1
11,"kategori","L1",22,1
11,"kategori","L1",23,1
11,"kategori","L1",24,1
11,"form","L2",1,1
11,"form","L2",2,1
11,"form","L2",3,1
11,"form","L2",4,1
11,"form","L2",5,1
11,"form","L2",6,1
11,"form","L2",7,1
11,"form","L2",8,1
11,"form","L2",9,1
11,"form","L2",10,1
11,"form","L2",11,1
11,"form","L2",12,1
11,"form","L2",13,1
11,"form","L2",14,1
11,"form","L2",15,1
11,"form","L2",16,1
11,"form","L2",17,1
11,"form","L2",18,1
11,"form","L2",19,1
11,"form","L2",20,1
11,"form","L2",21,1
11,"form","L2",22,1
11,"form","L2",23,1
11,"form","L2",24,1
11,"kategori","L2",1,1
11,"kategori","L2",2,1
11,"kategori","L2",3,1
11,"kategori","L2",4,1
11,"kategori","L2",5,1
11,"kategori","L2",6,1
11,"kategori","L2",7,1
11,"kategori","L2",8,1
11,"kategori","L2",9,1
11,"kategori","L2",10,1
11,"kategori","L2",11,1
11,"kategori","L2",12,1
11,"kategori","L2",13,1
11,"kategori","L2",14,1
11,"kategori","L2",15,1
11,"kategori","L2",16,1
11,"kategori","L2",17,1
11,"kategori","L2",18,1
11,"kategori","L2",19,1
11,"kategori","L2",20,1
11,"kategori","L2",21,1
11,"kategori","L2",22,1
11,"kategori","L2",23,1
11,"kategori","L2",24,1
12,"form","L1",1,1
12,"form","L1",2,1
12,"form","L1",3,1
12,"form","L1",4,1
12,"form","L1",5,1
12,"form","L1",6,1
12,"form","L1",7,1
12,"form","L1",8,1
12,"form","L1",9,1
12,"form","L1",10,1
12,"form","L1",11,1
12,"form","L1",12,1
12,"form","L1",13,1
12,"form","L1",14,1
12,"form","L1",15,1
12,"form","L1",16,1
12,"form","L1",17,1
12,"form","L1",18,1
12,"form","L1",19,1
