"Subject","ImageFile","Score","KeyPress","CorrKey","TargetWord"
6,"pict_lang_test/bild15.png",1,"y","y","soda can"
6,"pict_lang_test/bild9.png",1,"k","k","cucumber slice"
6,"pict_lang_test/bild21.png",0,"g","n","flute"
6,"pict_lang_test/bild27.png",1,"f","f","cake"
6,"pict_lang_test/bild16.png",1,"2","2","trumpet"
6,"pict_lang_test/bild17.png",1,"x","x","soccer ball"
6,"pict_lang_test/bild28.png",1,"c","c","banana"
6,"pict_lang_test/bild30.png",1,"a","a","apple"
6,"pict_lang_test/bild6.png",1,"d","d","bowling ball"
6,"pict_lang_test/bild7.png",1,"e","e","button"
6,"pict_lang_test/bild8.png",1,"h","h","clock"
6,"pict_lang_test/bild29.png",1,"b","b","bamboo"
6,"pict_lang_test/bild24.png",1,"m","m","flashlight"
6,"pict_lang_test/bild20.png",1,"i","i","coconut"
6,"pict_lang_test/bild26.png",1,"l","l","drum"
6,"pict_lang_test/bild19.png",1,"o","o","hairspray"
6,"pict_lang_test/bild5.png",1,"g","g","clarinet"
6,"pict_lang_test/bild2.png",1,"v","v","piano"
6,"pict_lang_test/bild11.png",1,"w","w","pizza pie"
6,"pict_lang_test/bild18.png",1,"u","u","pear"
6,"pict_lang_test/bild14.png",1,"4","4","violin"
6,"pict_lang_test/bild12.png",1,"1","1","toast"
6,"pict_lang_test/bild3.png",1,"p","p","hourglass"
6,"pict_lang_test/bild10.png",1,"q","q","lamp"
6,"pict_lang_test/bild4.png",1,"j","j","comb"
6,"pict_lang_test/bild13.png",1,"3","3","TV-screen"
7,"pict_lang_test/bild9.png",1,"k","k","cucumber slice"
7,"pict_lang_test/bild21.png",0,"g","n","flute"
7,"pict_lang_test/bild14.png",1,"4","4","violin"
7,"pict_lang_test/bild10.png",1,"q","q","lamp"
7,"pict_lang_test/bild27.png",1,"f","f","cake"
7,"pict_lang_test/bild12.png",1,"1","1","toast"
7,"pict_lang_test/bild11.png",1,"w","w","pizza pie"
7,"pict_lang_test/bild22.png",1,"t","t","paint brush"
7,"pict_lang_test/bild17.png",1,"x","x","soccer ball"
7,"pict_lang_test/bild19.png",0,"s","o","hairspray"
7,"pict_lang_test/bild3.png",1,"p","p","hourglass"
7,"pict_lang_test/bild7.png",1,"e","e","button"
7,"pict_lang_test/bild2.png",1,"v","v","piano"
7,"pict_lang_test/bild18.png",1,"u","u","pear"
7,"pict_lang_test/bild5.png",1,"g","g","clarinet"
7,"pict_lang_test/bild20.png",1,"i","i","coconut"
7,"pict_lang_test/bild25.png",1,"r","r","orange"
7,"pict_lang_test/bild13.png",1,"3","3","TV-screen"
7,"pict_lang_test/bild16.png",1,"2","2","trumpet"
7,"pict_lang_test/bild4.png",1,"j","j","comb"
7,"pict_lang_test/bild15.png",1,"y","y","soda can"
7,"pict_lang_test/bild8.png",1,"h","h","clock"
7,"pict_lang_test/bild30.png",1,"a","a","apple"
7,"pict_lang_test/bild26.png",1,"l","l","drum"
7,"pict_lang_test/bild28.png",1,"c","c","banana"
7,"pict_lang_test/bild6.png",1,"d","d","bowling ball"
7,"pict_lang_test/bild24.png",1,"m","m","flashlight"
7,"pict_lang_test/bild23.png",1,"s","s","paint can"
7,"pict_lang_test/bild29.png",1,"b","b","bamboo"
7,"pict_lang_test/bild1.png",1,"z","z","tennis racket"
8,"pict_lang_test/bild25.png",1,"r","r","orange"
8,"pict_lang_test/bild9.png",1,"k","k","cucumber slice"
8,"pict_lang_test/bild27.png",1,"f","f","cake"
8,"pict_lang_test/bild28.png",1,"c","c","banana"
8,"pict_lang_test/bild12.png",1,"1","1","toast"
8,"pict_lang_test/bild19.png",1,"o","o","hairspray"
8,"pict_lang_test/bild16.png",1,"2","2","trumpet"
8,"pict_lang_test/bild20.png",1,"i","i","coconut"
8,"pict_lang_test/bild18.png",1,"u","u","pear"
8,"pict_lang_test/bild8.png",1,"h","h","clock"
8,"pict_lang_test/bild6.png",1,"d","d","bowling ball"
8,"pict_lang_test/bild4.png",1,"j","j","comb"
8,"pict_lang_test/bild5.png",1,"g","g","clarinet"
8,"pict_lang_test/bild2.png",1,"v","v","piano"
8,"pict_lang_test/bild22.png",1,"t","t","paint brush"
8,"pict_lang_test/bild7.png",1,"e","e","button"
8,"pict_lang_test/bild21.png",1,"n","n","flute"
8,"pict_lang_test/bild23.png",1,"s","s","paint can"
8,"pict_lang_test/bild17.png",1,"x","x","soccer ball"
8,"pict_lang_test/bild14.png",1,"4","4","violin"
8,"pict_lang_test/bild26.png",1,"l","l","drum"
8,"pict_lang_test/bild29.png",1,"b","b","bamboo"
8,"pict_lang_test/bild13.png",1,"3","3","TV-screen"
8,"pict_lang_test/bild3.png",1,"p","p","hourglass"
8,"pict_lang_test/bild24.png",1,"m","m","flashlight"
8,"pict_lang_test/bild10.png",1,"q","q","lamp"
8,"pict_lang_test/bild11.png",1,"w","w","pizza pie"
8,"pict_lang_test/bild1.png",1,"z","z","tennis racket"
8,"pict_lang_test/bild30.png",1,"a","a","apple"
8,"pict_lang_test/bild15.png",1,"y","y","soda can"
9,"pict_lang_test/bild10.png",1,"q","q","lamp"
9,"pict_lang_test/bild11.png",1,"w","w","pizza pie"
9,"pict_lang_test/bild28.png",1,"c","c","banana"
9,"pict_lang_test/bild19.png",0,"s","o","hairspray"
9,"pict_lang_test/bild27.png",1,"f","f","cake"
9,"pict_lang_test/bild15.png",1,"y","y","soda can"
9,"pict_lang_test/bild29.png",1,"b","b","bamboo"
9,"pict_lang_test/bild26.png",1,"l","l","drum"
9,"pict_lang_test/bild7.png",1,"e","e","button"
9,"pict_lang_test/bild9.png",1,"k","k","cucumber slice"
9,"pict_lang_test/bild18.png",1,"u","u","pear"
9,"pict_lang_test/bild30.png",1,"a","a","apple"
9,"pict_lang_test/bild5.png",1,"g","g","clarinet"
9,"pict_lang_test/bild25.png",1,"r","r","orange"
9,"pict_lang_test/bild24.png",1,"m","m","flashlight"
9,"pict_lang_test/bild17.png",1,"x","x","soccer ball"
9,"pict_lang_test/bild22.png",1,"t","t","paint brush"
9,"pict_lang_test/bild13.png",1,"3","3","TV-screen"
9,"pict_lang_test/bild23.png",1,"s","s","paint can"
9,"pict_lang_test/bild3.png",1,"p","p","hourglass"
9,"pict_lang_test/bild12.png",1,"1","1","toast"
9,"pict_lang_test/bild16.png",1,"2","2","trumpet"
9,"pict_lang_test/bild1.png",1,"z","z","tennis racket"
9,"pict_lang_test/bild20.png",1,"i","i","coconut"
9,"pict_lang_test/bild2.png",1,"v","v","piano"
9,"pict_lang_test/bild14.png",1,"4","4","violin"
9,"pict_lang_test/bild8.png",1,"h","h","clock"
9,"pict_lang_test/bild21.png",1,"n","n","flute"
9,"pict_lang_test/bild6.png",1,"d","d","bowling ball"
9,"pict_lang_test/bild4.png",1,"j","j","comb"
10,"pict_lang_test/bild12.png",1,"1","1","toast"
10,"pict_lang_test/bild13.png",1,"3","3","TV-screen"
10,"pict_lang_test/bild29.png",1,"b","b","bamboo"
10,"pict_lang_test/bild5.png",1,"g","g","clarinet"
10,"pict_lang_test/bild23.png",1,"s","s","paint can"
10,"pict_lang_test/bild7.png",1,"e","e","button"
10,"pict_lang_test/bild2.png",1,"v","v","piano"
10,"pict_lang_test/bild15.png",1,"y","y","soda can"
10,"pict_lang_test/bild26.png",1,"l","l","drum"
10,"pict_lang_test/bild1.png",1,"z","z","tennis racket"
10,"pict_lang_test/bild18.png",1,"u","u","pear"
10,"pict_lang_test/bild22.png",1,"t","t","paint brush"
10,"pict_lang_test/bild24.png",1,"m","m","flashlight"
10,"pict_lang_test/bild6.png",1,"d","d","bowling ball"
10,"pict_lang_test/bild3.png",1,"p","p","hourglass"
10,"pict_lang_test/bild30.png",1,"a","a","apple"
10,"pict_lang_test/bild4.png",1,"j","j","comb"
10,"pict_lang_test/bild27.png",1,"f","f","cake"
10,"pict_lang_test/bild16.png",1,"2","2","trumpet"
10,"pict_lang_test/bild28.png",1,"c","c","banana"
10,"pict_lang_test/bild21.png",1,"n","n","flute"
10,"pict_lang_test/bild20.png",1,"i","i","coconut"
10,"pict_lang_test/bild11.png",1,"w","w","pizza pie"
10,"pict_lang_test/bild8.png",1,"h","h","clock"
10,"pict_lang_test/bild14.png",1,"4","4","violin"
10,"pict_lang_test/bild9.png",0,"e","k","cucumber slice"
10,"pict_lang_test/bild19.png",1,"o","o","hairspray"
10,"pict_lang_test/bild17.png",1,"x","x","soccer ball"
10,"pict_lang_test/bild25.png",1,"r","r","orange"
10,"pict_lang_test/bild10.png",1,"q","q","lamp"
11,"pict_lang_test/bild11.png",1,"w","w","pizza pie"
11,"pict_lang_test/bild9.png",1,"k","k","cucumber slice"
11,"pict_lang_test/bild25.png",1,"r","r","orange"
11,"pict_lang_test/bild27.png",1,"f","f","cake"
11,"pict_lang_test/bild13.png",1,"3","3","TV-screen"
11,"pict_lang_test/bild14.png",1,"4","4","violin"
11,"pict_lang_test/bild2.png",1,"v","v","piano"
11,"pict_lang_test/bild22.png",1,"t","t","paint brush"
11,"pict_lang_test/bild30.png",1,"a","a","apple"
11,"pict_lang_test/bild6.png",1,"d","d","bowling ball"
11,"pict_lang_test/bild21.png",0,"g","n","flute"
11,"pict_lang_test/bild8.png",1,"h","h","clock"
11,"pict_lang_test/bild26.png",1,"l","l","drum"
11,"pict_lang_test/bild3.png",1,"p","p","hourglass"
11,"pict_lang_test/bild20.png",1,"i","i","coconut"
11,"pict_lang_test/bild18.png",1,"u","u","pear"
11,"pict_lang_test/bild5.png",0,"n","g","clarinet"
11,"pict_lang_test/bild16.png",1,"2","2","trumpet"
11,"pict_lang_test/bild10.png",1,"q","q","lamp"
11,"pict_lang_test/bild23.png",1,"s","s","paint can"
11,"pict_lang_test/bild15.png",1,"y","y","soda can"
11,"pict_lang_test/bild19.png",1,"o","o","hairspray"
11,"pict_lang_test/bild1.png",1,"z","z","tennis racket"
11,"pict_lang_test/bild4.png",1,"j","j","comb"
11,"pict_lang_test/bild28.png",1,"c","c","banana"
11,"pict_lang_test/bild24.png",1,"m","m","flashlight"
11,"pict_lang_test/bild12.png",1,"1","1","toast"
11,"pict_lang_test/bild7.png",1,"e","e","button"
11,"pict_lang_test/bild17.png",1,"x","x","soccer ball"
11,"pict_lang_test/bild29.png",1,"b","b","bamboo"
12,"pict_lang_test/bild23.png",1,"s","s","paint can"
12,"pict_lang_test/bild11.png",1,"w","w","pizza pie"
12,"pict_lang_test/bild24.png",1,"m","m","flashlight"
12,"pict_lang_test/bild20.png",1,"i","i","coconut"
12,"pict_lang_test/bild29.png",1,"b","b","bamboo"
12,"pict_lang_test/bild6.png",1,"d","d","bowling ball"
12,"pict_lang_test/bild3.png",1,"p","p","hourglass"
12,"pict_lang_test/bild21.png",1,"n","n","flute"
12,"pict_lang_test/bild9.png",1,"k","k","cucumber slice"
12,"pict_lang_test/bild2.png",1,"v","v","piano"
12,"pict_lang_test/bild25.png",1,"r","r","orange"
12,"pict_lang_test/bild7.png",1,"e","e","button"
12,"pict_lang_test/bild18.png",1,"u","u","pear"
12,"pict_lang_test/bild15.png",1,"y","y","soda can"
12,"pict_lang_test/bild13.png",1,"3","3","TV-screen"
12,"pict_lang_test/bild10.png",1,"q","q","lamp"
12,"pict_lang_test/bild1.png",1,"z","z","tennis racket"
12,"pict_lang_test/bild26.png",1,"l","l","drum"
12,"pict_lang_test/bild12.png",1,"1","1","toast"
12,"pict_lang_test/bild8.png",1,"h","h","clock"
12,"pict_lang_test/bild14.png",1,"4","4","violin"
12,"pict_lang_test/bild22.png",1,"t","t","paint brush"
12,"pict_lang_test/bild27.png",1,"f","f","cake"
12,"pict_lang_test/bild16.png",1,"2","2","trumpet"
12,"pict_lang_test/bild5.png",1,"g","g","clarinet"
12,"pict_lang_test/bild19.png",0,"s","o","hairspray"
12,"pict_lang_test/bild28.png",1,"c","c","banana"
12,"pict_lang_test/bild17.png",1,"x","x","soccer ball"
12,"pict_lang_test/bild4.png",1,"j","j","comb"
12,"pict_lang_test/bild30.png",1,"a","a","apple"
13,"pict_lang_test/bild9.png",1,"k","k","cucumber slice"
13,"pict_lang_test/bild30.png",1,"a","a","apple"
13,"pict_lang_test/bild24.png",1,"m","m","flashlight"
13,"pict_lang_test/bild29.png",1,"b","b","bamboo"
13,"pict_lang_test/bild17.png",1,"x","x","soccer ball"
13,"pict_lang_test/bild20.png",1,"i","i","coconut"
13,"pict_lang_test/bild27.png",1,"f","f","cake"
13,"pict_lang_test/bild18.png",1,"u","u","pear"
13,"pict_lang_test/bild13.png",1,"3","3","TV-screen"
13,"pict_lang_test/bild8.png",1,"h","h","clock"
13,"pict_lang_test/bild26.png",1,"l","l","drum"
13,"pict_lang_test/bild5.png",1,"g","g","clarinet"
13,"pict_lang_test/bild12.png",1,"1","1","toast"
13,"pict_lang_test/bild22.png",1,"t","t","paint brush"
13,"pict_lang_test/bild2.png",1,"v","v","piano"
13,"pict_lang_test/bild16.png",1,"2","2","trumpet"
13,"pict_lang_test/bild7.png",1,"e","e","button"
13,"pict_lang_test/bild15.png",1,"y","y","soda can"
13,"pict_lang_test/bild28.png",1,"c","c","banana"
13,"pict_lang_test/bild4.png",1,"j","j","comb"
13,"pict_lang_test/bild10.png",1,"q","q","lamp"
13,"pict_lang_test/bild25.png",1,"r","r","orange"
13,"pict_lang_test/bild11.png",1,"w","w","pizza pie"
13,"pict_lang_test/bild6.png",1,"d","d","bowling ball"
13,"pict_lang_test/bild14.png",1,"4","4","violin"
13,"pict_lang_test/bild23.png",1,"s","s","paint can"
13,"pict_lang_test/bild19.png",1,"o","o","hairspray"
13,"pict_lang_test/bild1.png",1,"z","z","tennis racket"
13,"pict_lang_test/bild3.png",1,"p","p","hourglass"
13,"pict_lang_test/bild21.png",1,"n","n","flute"
14,"pict_lang_test/bild18.png",1,"u","u","pear"
14,"pict_lang_test/bild19.png",1,"o","o","hairspray"
14,"pict_lang_test/bild15.png",1,"y","y","soda can"
14,"pict_lang_test/bild17.png",1,"x","x","soccer ball"
14,"pict_lang_test/bild23.png",1,"s","s","paint can"
14,"pict_lang_test/bild9.png",1,"k","k","cucumber slice"
14,"pict_lang_test/bild26.png",1,"l","l","drum"
14,"pict_lang_test/bild8.png",1,"h","h","clock"
14,"pict_lang_test/bild28.png",1,"c","c","banana"
14,"pict_lang_test/bild5.png",1,"g","g","clarinet"
14,"pict_lang_test/bild11.png",1,"w","w","pizza pie"
14,"pict_lang_test/bild10.png",1,"q","q","lamp"
14,"pict_lang_test/bild13.png",1,"3","3","TV-screen"
14,"pict_lang_test/bild20.png",1,"i","i","coconut"
14,"pict_lang_test/bild12.png",1,"1","1","toast"
14,"pict_lang_test/bild27.png",1,"f","f","cake"
14,"pict_lang_test/bild4.png",1,"j","j","comb"
14,"pict_lang_test/bild29.png",1,"b","b","bamboo"
14,"pict_lang_test/bild14.png",1,"4","4","violin"
14,"pict_lang_test/bild3.png",1,"p","p","hourglass"
14,"pict_lang_test/bild25.png",1,"r","r","orange"
14,"pict_lang_test/bild1.png",1,"z","z","tennis racket"
14,"pict_lang_test/bild22.png",1,"t","t","paint brush"
14,"pict_lang_test/bild24.png",1,"m","m","flashlight"
14,"pict_lang_test/bild6.png",1,"d","d","bowling ball"
14,"pict_lang_test/bild7.png",1,"e","e","button"
14,"pict_lang_test/bild16.png",1,"2","2","trumpet"
14,"pict_lang_test/bild30.png",1,"a","a","apple"
14,"pict_lang_test/bild2.png",1,"v","v","piano"
14,"pict_lang_test/bild21.png",1,"n","n","flute"
15,"pict_lang_test/bild4.png",1,"j","j","comb"
15,"pict_lang_test/bild25.png",1,"r","r","orange"
15,"pict_lang_test/bild27.png",1,"f","f","cake"
15,"pict_lang_test/bild3.png",1,"p","p","hourglass"
15,"pict_lang_test/bild2.png",1,"v","v","piano"
15,"pict_lang_test/bild16.png",1,"2","2","trumpet"
15,"pict_lang_test/bild15.png",1,"y","y","soda can"
15,"pict_lang_test/bild5.png",1,"g","g","clarinet"
15,"pict_lang_test/bild14.png",1,"4","4","violin"
15,"pict_lang_test/bild6.png",1,"d","d","bowling ball"
15,"pict_lang_test/bild8.png",1,"h","h","clock"
15,"pict_lang_test/bild17.png",1,"x","x","soccer ball"
15,"pict_lang_test/bild18.png",1,"u","u","pear"
15,"pict_lang_test/bild29.png",1,"b","b","bamboo"
15,"pict_lang_test/bild13.png",1,"3","3","TV-screen"
15,"pict_lang_test/bild7.png",1,"e","e","button"
15,"pict_lang_test/bild1.png",1,"z","z","tennis racket"
15,"pict_lang_test/bild20.png",1,"i","i","coconut"
15,"pict_lang_test/bild23.png",0,"t","s","paint can"
15,"pict_lang_test/bild22.png",1,"t","t","paint brush"
15,"pict_lang_test/bild19.png",1,"o","o","hairspray"
15,"pict_lang_test/bild11.png",1,"w","w","pizza pie"
15,"pict_lang_test/bild10.png",1,"q","q","lamp"
15,"pict_lang_test/bild21.png",1,"n","n","flute"
15,"pict_lang_test/bild9.png",1,"k","k","cucumber slice"
15,"pict_lang_test/bild30.png",1,"a","a","apple"
15,"pict_lang_test/bild28.png",1,"c","c","banana"
15,"pict_lang_test/bild26.png",1,"l","l","drum"
15,"pict_lang_test/bild24.png",1,"m","m","flashlight"
15,"pict_lang_test/bild12.png",1,"1","1","toast"
16,"pict_lang_test/bild14.png",1,"4","4","violin"
16,"pict_lang_test/bild27.png",1,"f","f","cake"
16,"pict_lang_test/bild6.png",1,"d","d","bowling ball"
16,"pict_lang_test/bild2.png",1,"v","v","piano"
16,"pict_lang_test/bild3.png",1,"p","p","hourglass"
16,"pict_lang_test/bild24.png",1,"m","m","flashlight"
16,"pict_lang_test/bild23.png",1,"s","s","paint can"
16,"pict_lang_test/bild11.png",1,"w","w","pizza pie"
16,"pict_lang_test/bild12.png",1,"1","1","toast"
16,"pict_lang_test/bild13.png",1,"3","3","TV-screen"
16,"pict_lang_test/bild8.png",1,"h","h","clock"
16,"pict_lang_test/bild21.png",1,"n","n","flute"
16,"pict_lang_test/bild4.png",1,"j","j","comb"
16,"pict_lang_test/bild16.png",1,"2","2","trumpet"
16,"pict_lang_test/bild30.png",1,"a","a","apple"
16,"pict_lang_test/bild22.png",1,"t","t","paint brush"
16,"pict_lang_test/bild15.png",1,"y","y","soda can"
16,"pict_lang_test/bild1.png",1,"z","z","tennis racket"
16,"pict_lang_test/bild28.png",1,"c","c","banana"
16,"pict_lang_test/bild5.png",0,"n","g","clarinet"
16,"pict_lang_test/bild20.png",1,"i","i","coconut"
16,"pict_lang_test/bild7.png",1,"e","e","button"
16,"pict_lang_test/bild10.png",1,"q","q","lamp"
16,"pict_lang_test/bild26.png",1,"l","l","drum"
16,"pict_lang_test/bild29.png",1,"b","b","bamboo"
16,"pict_lang_test/bild18.png",1,"u","u","pear"
16,"pict_lang_test/bild25.png",1,"r","r","orange"
