subject;item;score;key press
3;pict_lang_test/bild8.png;1;h
3;pict_lang_test/bild3.png;1;p
3;pict_lang_test/bild16.png;1;2
3;pict_lang_test/bild25.png;1;r
3;pict_lang_test/bild22.png;1;t
3;pict_lang_test/bild18.png;1;u
3;pict_lang_test/bild17.png;1;x
3;pict_lang_test/bild20.png;1;i
3;pict_lang_test/bild2.png;1;v
3;pict_lang_test/bild13.png;1;3
3;pict_lang_test/bild26.png;1;l
3;pict_lang_test/bild23.png;1;s
3;pict_lang_test/bild27.png;1;f
3;pict_lang_test/bild15.png;1;y
3;pict_lang_test/bild5.png;1;g
3;pict_lang_test/bild1.png;1;z
3;pict_lang_test/bild7.png;1;e
3;pict_lang_test/bild24.png;1;m
3;pict_lang_test/bild10.png;1;q
3;pict_lang_test/bild9.png;1;k
3;pict_lang_test/bild4.png;1;j
3;pict_lang_test/bild14.png;1;4
3;pict_lang_test/bild29.png;1;b
3;pict_lang_test/bild28.png;1;c
3;pict_lang_test/bild19.png;1;o
3;pict_lang_test/bild30.png;1;a
4;pict_lang_test/bild8.png;1;h
4;pict_lang_test/bild6.png;1;d
4;pict_lang_test/bild13.png;1;3
4;pict_lang_test/bild29.png;1;b
4;pict_lang_test/bild4.png;1;j
4;pict_lang_test/bild19.png;1;o
4;pict_lang_test/bild20.png;1;i
4;pict_lang_test/bild5.png;1;g
4;pict_lang_test/bild11.png;1;w
4;pict_lang_test/bild22.png;1;t
4;pict_lang_test/bild21.png;1;n
4;pict_lang_test/bild23.png;1;s
4;pict_lang_test/bild15.png;1;y
4;pict_lang_test/bild10.png;1;q
4;pict_lang_test/bild14.png;1;4
4;pict_lang_test/bild16.png;1;2
4;pict_lang_test/bild28.png;1;c
4;pict_lang_test/bild2.png;1;v
4;pict_lang_test/bild27.png;1;f
4;pict_lang_test/bild1.png;1;z
4;pict_lang_test/bild26.png;1;l
4;pict_lang_test/bild7.png;1;e
4;pict_lang_test/bild17.png;1;x
4;pict_lang_test/bild25.png;1;r
4;pict_lang_test/bild12.png;1;1
4;pict_lang_test/bild3.png;1;p
4;pict_lang_test/bild18.png;1;u
4;pict_lang_test/bild30.png;1;a
4;pict_lang_test/bild9.png;1;k
4;pict_lang_test/bild24.png;1;m
5;pict_lang_test/bild18.png;1;u
5;pict_lang_test/bild19.png;0;s
5;pict_lang_test/bild2.png;1;v
5;pict_lang_test/bild22.png;1;t
5;pict_lang_test/bild9.png;1;k
5;pict_lang_test/bild27.png;1;f
5;pict_lang_test/bild8.png;1;h
5;pict_lang_test/bild11.png;1;w
5;pict_lang_test/bild13.png;1;3
5;pict_lang_test/bild20.png;1;i
5;pict_lang_test/bild28.png;1;c
5;pict_lang_test/bild14.png;1;4
5;pict_lang_test/bild15.png;1;y
5;pict_lang_test/bild12.png;1;1
5;pict_lang_test/bild29.png;1;b
5;pict_lang_test/bild26.png;1;l
5;pict_lang_test/bild10.png;1;q
5;pict_lang_test/bild30.png;1;a
5;pict_lang_test/bild6.png;1;d
5;pict_lang_test/bild1.png;1;z
5;pict_lang_test/bild3.png;1;p
5;pict_lang_test/bild23.png;1;s
5;pict_lang_test/bild25.png;1;r
5;pict_lang_test/bild7.png;1;e
5;pict_lang_test/bild17.png;1;x
5;pict_lang_test/bild24.png;1;m
5;pict_lang_test/bild5.png;1;g
5;pict_lang_test/bild16.png;1;2
5;pict_lang_test/bild4.png;1;j
5;pict_lang_test/bild21.png;1;n
6;pict_lang_test/bild25.png;1;r
6;pict_lang_test/bild1.png;1;z
6;pict_lang_test/bild23.png;1;s
6;pict_lang_test/bild22.png;1;t
6;pict_lang_test/bild15.png;1;y
6;pict_lang_test/bild9.png;1;k
6;pict_lang_test/bild21.png;0;g
6;pict_lang_test/bild27.png;1;f
6;pict_lang_test/bild16.png;1;2
6;pict_lang_test/bild17.png;1;x
6;pict_lang_test/bild28.png;1;c
6;pict_lang_test/bild30.png;1;a
6;pict_lang_test/bild6.png;1;d
6;pict_lang_test/bild7.png;1;e
6;pict_lang_test/bild8.png;1;h
6;pict_lang_test/bild29.png;1;b
6;pict_lang_test/bild24.png;1;m
6;pict_lang_test/bild20.png;1;i
6;pict_lang_test/bild26.png;1;l
6;pict_lang_test/bild19.png;1;o
6;pict_lang_test/bild5.png;1;g
6;pict_lang_test/bild2.png;1;v
6;pict_lang_test/bild11.png;1;w
6;pict_lang_test/bild18.png;1;u
6;pict_lang_test/bild14.png;1;4
6;pict_lang_test/bild12.png;1;1
6;pict_lang_test/bild3.png;1;p
6;pict_lang_test/bild10.png;1;q
6;pict_lang_test/bild4.png;1;j
6;pict_lang_test/bild13.png;1;3
7;pict_lang_test/bild9.png;1;k
7;pict_lang_test/bild21.png;0;g
7;pict_lang_test/bild14.png;1;4
7;pict_lang_test/bild10.png;1;q
7;pict_lang_test/bild27.png;1;f
7;pict_lang_test/bild12.png;1;1
7;pict_lang_test/bild11.png;1;w
7;pict_lang_test/bild22.png;1;t
7;pict_lang_test/bild17.png;1;x
7;pict_lang_test/bild19.png;0;s
7;pict_lang_test/bild3.png;1;p
7;pict_lang_test/bild7.png;1;e
7;pict_lang_test/bild2.png;1;v
7;pict_lang_test/bild18.png;1;u
7;pict_lang_test/bild5.png;1;g
7;pict_lang_test/bild20.png;1;i
7;pict_lang_test/bild25.png;1;r
7;pict_lang_test/bild13.png;1;3
7;pict_lang_test/bild16.png;1;2
7;pict_lang_test/bild4.png;1;j
7;pict_lang_test/bild15.png;1;y
7;pict_lang_test/bild8.png;1;h
7;pict_lang_test/bild30.png;1;a
7;pict_lang_test/bild26.png;1;l
7;pict_lang_test/bild28.png;1;c
7;pict_lang_test/bild6.png;1;d
7;pict_lang_test/bild24.png;1;m
7;pict_lang_test/bild23.png;1;s
7;pict_lang_test/bild29.png;1;b
7;pict_lang_test/bild1.png;1;z
8;pict_lang_test/bild25.png;1;r
8;pict_lang_test/bild9.png;1;k
8;pict_lang_test/bild27.png;1;f
8;pict_lang_test/bild28.png;1;c
8;pict_lang_test/bild12.png;1;1
8;pict_lang_test/bild19.png;1;o
8;pict_lang_test/bild16.png;1;2
8;pict_lang_test/bild20.png;1;i
8;pict_lang_test/bild18.png;1;u
8;pict_lang_test/bild8.png;1;h
8;pict_lang_test/bild6.png;1;d
8;pict_lang_test/bild4.png;1;j
8;pict_lang_test/bild5.png;1;g
8;pict_lang_test/bild2.png;1;v
8;pict_lang_test/bild22.png;1;t
8;pict_lang_test/bild7.png;1;e
8;pict_lang_test/bild21.png;1;n
8;pict_lang_test/bild23.png;1;s
8;pict_lang_test/bild17.png;1;x
8;pict_lang_test/bild14.png;1;4
8;pict_lang_test/bild26.png;1;l
8;pict_lang_test/bild29.png;1;b
8;pict_lang_test/bild13.png;1;3
8;pict_lang_test/bild3.png;1;p
8;pict_lang_test/bild24.png;1;m
8;pict_lang_test/bild10.png;1;q
8;pict_lang_test/bild11.png;1;w
8;pict_lang_test/bild1.png;1;z
8;pict_lang_test/bild30.png;1;a
8;pict_lang_test/bild15.png;1;y
9;pict_lang_test/bild10.png;1;q
9;pict_lang_test/bild11.png;1;w
9;pict_lang_test/bild28.png;1;c
9;pict_lang_test/bild19.png;0;s
9;pict_lang_test/bild27.png;1;f
9;pict_lang_test/bild15.png;1;y
9;pict_lang_test/bild29.png;1;b
9;pict_lang_test/bild26.png;1;l
9;pict_lang_test/bild7.png;1;e
9;pict_lang_test/bild9.png;1;k
9;pict_lang_test/bild18.png;1;u
9;pict_lang_test/bild30.png;1;a
9;pict_lang_test/bild5.png;1;g
9;pict_lang_test/bild25.png;1;r
9;pict_lang_test/bild24.png;1;m
9;pict_lang_test/bild17.png;1;x
9;pict_lang_test/bild22.png;1;t
9;pict_lang_test/bild13.png;1;3
9;pict_lang_test/bild23.png;1;s
9;pict_lang_test/bild3.png;1;p
9;pict_lang_test/bild12.png;1;1
9;pict_lang_test/bild16.png;1;2
9;pict_lang_test/bild1.png;1;z
9;pict_lang_test/bild20.png;1;i
9;pict_lang_test/bild2.png;1;v
9;pict_lang_test/bild14.png;1;4
9;pict_lang_test/bild8.png;1;h
9;pict_lang_test/bild21.png;1;n
9;pict_lang_test/bild6.png;1;d
9;pict_lang_test/bild4.png;1;j
10;pict_lang_test/bild12.png;1;1
10;pict_lang_test/bild13.png;1;3
10;pict_lang_test/bild29.png;1;b
10;pict_lang_test/bild5.png;1;g
10;pict_lang_test/bild23.png;1;s
10;pict_lang_test/bild7.png;1;e
10;pict_lang_test/bild2.png;1;v
10;pict_lang_test/bild15.png;1;y
10;pict_lang_test/bild26.png;1;l
10;pict_lang_test/bild1.png;1;z
10;pict_lang_test/bild18.png;1;u
10;pict_lang_test/bild22.png;1;t
10;pict_lang_test/bild24.png;1;m
10;pict_lang_test/bild6.png;1;d
10;pict_lang_test/bild3.png;1;p
10;pict_lang_test/bild30.png;1;a
10;pict_lang_test/bild4.png;1;j
10;pict_lang_test/bild27.png;1;f
10;pict_lang_test/bild16.png;1;2
10;pict_lang_test/bild28.png;1;c
10;pict_lang_test/bild21.png;1;n
10;pict_lang_test/bild20.png;1;i
10;pict_lang_test/bild11.png;1;w
10;pict_lang_test/bild8.png;1;h
10;pict_lang_test/bild14.png;1;4
10;pict_lang_test/bild9.png;0;e
10;pict_lang_test/bild19.png;1;o
10;pict_lang_test/bild17.png;1;x
10;pict_lang_test/bild25.png;1;r
10;pict_lang_test/bild10.png;1;q
11;pict_lang_test/bild11.png;1;w
11;pict_lang_test/bild9.png;1;k
11;pict_lang_test/bild25.png;1;r
11;pict_lang_test/bild27.png;1;f
11;pict_lang_test/bild13.png;1;3
11;pict_lang_test/bild14.png;1;4
11;pict_lang_test/bild2.png;1;v
11;pict_lang_test/bild22.png;1;t
11;pict_lang_test/bild30.png;1;a
11;pict_lang_test/bild6.png;1;d
11;pict_lang_test/bild21.png;0;g
11;pict_lang_test/bild8.png;1;h
11;pict_lang_test/bild26.png;1;l
11;pict_lang_test/bild3.png;1;p
11;pict_lang_test/bild20.png;1;i
11;pict_lang_test/bild18.png;1;u
11;pict_lang_test/bild5.png;0;n
11;pict_lang_test/bild16.png;1;2
11;pict_lang_test/bild10.png;1;q
11;pict_lang_test/bild23.png;1;s
11;pict_lang_test/bild15.png;1;y
11;pict_lang_test/bild19.png;1;o
11;pict_lang_test/bild1.png;1;z
11;pict_lang_test/bild4.png;1;j
11;pict_lang_test/bild28.png;1;c
11;pict_lang_test/bild24.png;1;m
11;pict_lang_test/bild12.png;1;1
11;pict_lang_test/bild7.png;1;e
11;pict_lang_test/bild17.png;1;x
11;pict_lang_test/bild29.png;1;b
12;pict_lang_test/bild23.png;1;s
12;pict_lang_test/bild11.png;1;w
12;pict_lang_test/bild24.png;1;m
12;pict_lang_test/bild20.png;1;i
12;pict_lang_test/bild29.png;1;b
12;pict_lang_test/bild6.png;1;d
12;pict_lang_test/bild3.png;1;p
12;pict_lang_test/bild21.png;1;n
12;pict_lang_test/bild9.png;1;k
12;pict_lang_test/bild2.png;1;v
12;pict_lang_test/bild25.png;1;r
12;pict_lang_test/bild7.png;1;e
12;pict_lang_test/bild18.png;1;u
12;pict_lang_test/bild15.png;1;y
12;pict_lang_test/bild13.png;1;3
12;pict_lang_test/bild10.png;1;q
12;pict_lang_test/bild1.png;1;z
12;pict_lang_test/bild26.png;1;l
12;pict_lang_test/bild12.png;1;1
12;pict_lang_test/bild8.png;1;h
12;pict_lang_test/bild14.png;1;4
12;pict_lang_test/bild22.png;1;t
12;pict_lang_test/bild27.png;1;f
12;pict_lang_test/bild16.png;1;2
12;pict_lang_test/bild5.png;1;g
12;pict_lang_test/bild19.png;0;s
12;pict_lang_test/bild28.png;1;c
12;pict_lang_test/bild17.png;1;x
12;pict_lang_test/bild4.png;1;j
12;pict_lang_test/bild30.png;1;a
13;pict_lang_test/bild9.png;1;k
13;pict_lang_test/bild30.png;1;a
13;pict_lang_test/bild24.png;1;m
13;pict_lang_test/bild29.png;1;b
13;pict_lang_test/bild17.png;1;x
13;pict_lang_test/bild20.png;1;i
13;pict_lang_test/bild27.png;1;f
13;pict_lang_test/bild18.png;1;u
13;pict_lang_test/bild13.png;1;3
13;pict_lang_test/bild8.png;1;h
13;pict_lang_test/bild26.png;1;l
13;pict_lang_test/bild5.png;1;g
13;pict_lang_test/bild12.png;1;1
13;pict_lang_test/bild22.png;1;t
13;pict_lang_test/bild2.png;1;v
13;pict_lang_test/bild16.png;1;2
13;pict_lang_test/bild7.png;1;e
13;pict_lang_test/bild15.png;1;y
13;pict_lang_test/bild28.png;1;c
13;pict_lang_test/bild4.png;1;j
13;pict_lang_test/bild10.png;1;q
13;pict_lang_test/bild25.png;1;r
13;pict_lang_test/bild11.png;1;w
13;pict_lang_test/bild6.png;1;d
13;pict_lang_test/bild14.png;1;4
13;pict_lang_test/bild23.png;1;s
13;pict_lang_test/bild19.png;1;o
13;pict_lang_test/bild1.png;1;z
13;pict_lang_test/bild3.png;1;p
13;pict_lang_test/bild21.png;1;n
14;pict_lang_test/bild18.png;1;u
14;pict_lang_test/bild19.png;1;o
14;pict_lang_test/bild15.png;1;y
14;pict_lang_test/bild17.png;1;x
14;pict_lang_test/bild23.png;1;s
14;pict_lang_test/bild9.png;1;k
14;pict_lang_test/bild26.png;1;l
14;pict_lang_test/bild8.png;1;h
14;pict_lang_test/bild28.png;1;c
14;pict_lang_test/bild5.png;1;g
14;pict_lang_test/bild11.png;1;w
14;pict_lang_test/bild10.png;1;q
14;pict_lang_test/bild13.png;1;3
14;pict_lang_test/bild20.png;1;i
14;pict_lang_test/bild12.png;1;1
14;pict_lang_test/bild27.png;1;f
14;pict_lang_test/bild4.png;1;j
14;pict_lang_test/bild29.png;1;b
14;pict_lang_test/bild14.png;1;4
14;pict_lang_test/bild3.png;1;p
14;pict_lang_test/bild25.png;1;r
14;pict_lang_test/bild1.png;1;z
14;pict_lang_test/bild22.png;1;t
14;pict_lang_test/bild24.png;1;m
14;pict_lang_test/bild6.png;1;d
14;pict_lang_test/bild7.png;1;e
14;pict_lang_test/bild16.png;1;2
14;pict_lang_test/bild30.png;1;a
14;pict_lang_test/bild2.png;1;v
14;pict_lang_test/bild21.png;1;n
15;pict_lang_test/bild4.png;1;j
15;pict_lang_test/bild25.png;1;r
15;pict_lang_test/bild27.png;1;f
15;pict_lang_test/bild3.png;1;p
15;pict_lang_test/bild2.png;1;v
15;pict_lang_test/bild16.png;1;2
15;pict_lang_test/bild15.png;1;y
15;pict_lang_test/bild5.png;1;g
15;pict_lang_test/bild14.png;1;4
15;pict_lang_test/bild6.png;1;d
15;pict_lang_test/bild8.png;1;h
15;pict_lang_test/bild17.png;1;x
15;pict_lang_test/bild18.png;1;u
15;pict_lang_test/bild29.png;1;b
15;pict_lang_test/bild13.png;1;3
15;pict_lang_test/bild7.png;1;e
15;pict_lang_test/bild1.png;1;z
15;pict_lang_test/bild20.png;1;i
15;pict_lang_test/bild23.png;0;t
15;pict_lang_test/bild22.png;1;t
15;pict_lang_test/bild19.png;1;o
15;pict_lang_test/bild11.png;1;w
15;pict_lang_test/bild10.png;1;q
15;pict_lang_test/bild21.png;1;n
15;pict_lang_test/bild9.png;1;k
15;pict_lang_test/bild30.png;1;a
15;pict_lang_test/bild28.png;1;c
15;pict_lang_test/bild26.png;1;l
15;pict_lang_test/bild24.png;1;m
15;pict_lang_test/bild12.png;1;1
16;pict_lang_test/bild14.png;1;4
16;pict_lang_test/bild27.png;1;f
16;pict_lang_test/bild6.png;1;d
16;pict_lang_test/bild2.png;1;v
16;pict_lang_test/bild3.png;1;p
16;pict_lang_test/bild24.png;1;m
16;pict_lang_test/bild23.png;1;s
16;pict_lang_test/bild11.png;1;w
16;pict_lang_test/bild12.png;1;1
16;pict_lang_test/bild13.png;1;3
16;pict_lang_test/bild8.png;1;h
16;pict_lang_test/bild21.png;1;n
16;pict_lang_test/bild4.png;1;j
16;pict_lang_test/bild16.png;1;2
16;pict_lang_test/bild30.png;1;a
16;pict_lang_test/bild22.png;1;t
16;pict_lang_test/bild15.png;1;y
16;pict_lang_test/bild1.png;1;z
16;pict_lang_test/bild28.png;1;c
16;pict_lang_test/bild5.png;0;n
16;pict_lang_test/bild20.png;1;i
16;pict_lang_test/bild7.png;1;e
16;pict_lang_test/bild10.png;1;q
16;pict_lang_test/bild26.png;1;l
16;pict_lang_test/bild29.png;1;b
16;pict_lang_test/bild18.png;1;u
16;pict_lang_test/bild25.png;1;r
16;pict_lang_test/bild9.png;1;k
16;pict_lang_test/bild17.png;1;x
16;pict_lang_test/bild19.png;0;s
17;pict_lang_test/bild14.png;1;4
17;pict_lang_test/bild2.png;1;v
17;pict_lang_test/bild22.png;1;t
17;pict_lang_test/bild13.png;1;3
17;pict_lang_test/bild19.png;0;s
17;pict_lang_test/bild16.png;1;2
17;pict_lang_test/bild30.png;1;a
17;pict_lang_test/bild8.png;1;h
17;pict_lang_test/bild1.png;1;z
17;pict_lang_test/bild3.png;1;p
17;pict_lang_test/bild7.png;0;b
17;pict_lang_test/bild17.png;1;x
17;pict_lang_test/bild18.png;1;u
17;pict_lang_test/bild4.png;1;j
17;pict_lang_test/bild23.png;1;s
17;pict_lang_test/bild26.png;1;l
17;pict_lang_test/bild5.png;1;g
17;pict_lang_test/bild29.png;1;b
17;pict_lang_test/bild10.png;1;q
17;pict_lang_test/bild20.png;1;i
17;pict_lang_test/bild25.png;1;r
17;pict_lang_test/bild24.png;1;m
17;pict_lang_test/bild27.png;1;f
17;pict_lang_test/bild6.png;1;d
17;pict_lang_test/bild15.png;1;y
17;pict_lang_test/bild21.png;1;n
17;pict_lang_test/bild28.png;1;c
17;pict_lang_test/bild9.png;1;k
17;pict_lang_test/bild11.png;1;w
17;pict_lang_test/bild12.png;1;1
18;pict_lang_test/bild19.png;1;o
18;pict_lang_test/bild2.png;1;v
18;pict_lang_test/bild30.png;1;a
18;pict_lang_test/bild5.png;1;g
18;pict_lang_test/bild7.png;1;e
18;pict_lang_test/bild12.png;1;1
18;pict_lang_test/bild9.png;1;k
18;pict_lang_test/bild1.png;1;z
18;pict_lang_test/bild10.png;1;q
18;pict_lang_test/bild24.png;1;m
18;pict_lang_test/bild16.png;1;2
18;pict_lang_test/bild17.png;1;x
18;pict_lang_test/bild29.png;1;b
18;pict_lang_test/bild11.png;1;w
18;pict_lang_test/bild20.png;1;i
18;pict_lang_test/bild6.png;1;d
18;pict_lang_test/bild8.png;1;h
18;pict_lang_test/bild23.png;1;s
18;pict_lang_test/bild28.png;1;c
18;pict_lang_test/bild15.png;1;y
18;pict_lang_test/bild4.png;1;j
18;pict_lang_test/bild14.png;1;4
18;pict_lang_test/bild25.png;1;r
18;pict_lang_test/bild13.png;1;3
18;pict_lang_test/bild22.png;1;t
18;pict_lang_test/bild3.png;1;p
18;pict_lang_test/bild27.png;1;f
18;pict_lang_test/bild21.png;1;n
18;pict_lang_test/bild18.png;1;u
18;pict_lang_test/bild26.png;1;l
19;pict_lang_test/bild25.png;1;r
19;pict_lang_test/bild18.png;1;u
19;pict_lang_test/bild26.png;1;l
19;pict_lang_test/bild17.png;1;x
19;pict_lang_test/bild5.png;1;g
19;pict_lang_test/bild10.png;1;q
19;pict_lang_test/bild1.png;1;z
19;pict_lang_test/bild12.png;1;1
19;pict_lang_test/bild13.png;1;3
19;pict_lang_test/bild23.png;1;s
19;pict_lang_test/bild30.png;1;a
19;pict_lang_test/bild11.png;1;w
19;pict_lang_test/bild3.png;1;p
19;pict_lang_test/bild21.png;1;n
19;pict_lang_test/bild2.png;1;v
19;pict_lang_test/bild9.png;1;k
19;pict_lang_test/bild7.png;1;e
19;pict_lang_test/bild20.png;1;i
19;pict_lang_test/bild29.png;1;b
19;pict_lang_test/bild22.png;1;t
19;pict_lang_test/bild16.png;1;2
19;pict_lang_test/bild15.png;1;y
19;pict_lang_test/bild27.png;1;f
19;pict_lang_test/bild19.png;1;o
19;pict_lang_test/bild14.png;1;4
19;pict_lang_test/bild24.png;1;m
19;pict_lang_test/bild28.png;1;c
19;pict_lang_test/bild6.png;1;d
19;pict_lang_test/bild4.png;1;j
19;pict_lang_test/bild8.png;1;h
20;pict_lang_test/bild28.png;1;c
20;pict_lang_test/bild2.png;1;v
20;pict_lang_test/bild5.png;1;g
20;pict_lang_test/bild20.png;1;i
20;pict_lang_test/bild9.png;1;k
20;pict_lang_test/bild1.png;1;z
20;pict_lang_test/bild24.png;1;m
20;pict_lang_test/bild29.png;1;b
20;pict_lang_test/bild27.png;1;f
20;pict_lang_test/bild16.png;1;2
20;pict_lang_test/bild6.png;1;d
20;pict_lang_test/bild17.png;1;x
20;pict_lang_test/bild30.png;1;a
20;pict_lang_test/bild14.png;1;4
20;pict_lang_test/bild23.png;1;s
20;pict_lang_test/bild18.png;1;u
20;pict_lang_test/bild12.png;1;1
20;pict_lang_test/bild10.png;1;q
20;pict_lang_test/bild19.png;1;o
20;pict_lang_test/bild26.png;1;l
20;pict_lang_test/bild22.png;1;t
20;pict_lang_test/bild25.png;1;r
20;pict_lang_test/bild3.png;1;p
20;pict_lang_test/bild13.png;1;3
20;pict_lang_test/bild7.png;1;e
20;pict_lang_test/bild15.png;1;y
20;pict_lang_test/bild4.png;1;j
20;pict_lang_test/bild21.png;1;n
20;pict_lang_test/bild11.png;1;w
20;pict_lang_test/bild8.png;1;h
21;pict_lang_test/bild9.png;1;k
21;pict_lang_test/bild25.png;1;r
21;pict_lang_test/bild23.png;1;s
21;pict_lang_test/bild26.png;1;l
21;pict_lang_test/bild13.png;1;3
21;pict_lang_test/bild18.png;1;u
21;pict_lang_test/bild11.png;1;w
21;pict_lang_test/bild12.png;1;1
21;pict_lang_test/bild22.png;1;t
21;pict_lang_test/bild24.png;1;m
21;pict_lang_test/bild28.png;1;c
21;pict_lang_test/bild21.png;1;n
21;pict_lang_test/bild10.png;1;q
21;pict_lang_test/bild15.png;0;s
21;pict_lang_test/bild19.png;1;o
21;pict_lang_test/bild27.png;1;f
21;pict_lang_test/bild3.png;1;p
21;pict_lang_test/bild1.png;1;z
21;pict_lang_test/bild5.png;1;g
21;pict_lang_test/bild8.png;1;h
21;pict_lang_test/bild30.png;1;a
21;pict_lang_test/bild17.png;1;x
21;pict_lang_test/bild4.png;1;j
21;pict_lang_test/bild14.png;1;4
21;pict_lang_test/bild20.png;1;i
21;pict_lang_test/bild7.png;1;e
21;pict_lang_test/bild29.png;1;b
21;pict_lang_test/bild2.png;1;v
21;pict_lang_test/bild16.png;1;2
21;pict_lang_test/bild6.png;1;d
22;pict_lang_test/bild30.png;1;a
22;pict_lang_test/bild13.png;1;3
22;pict_lang_test/bild9.png;1;k
22;pict_lang_test/bild6.png;1;d
22;pict_lang_test/bild29.png;1;b
22;pict_lang_test/bild1.png;1;z
22;pict_lang_test/bild2.png;1;v
22;pict_lang_test/bild24.png;1;m
22;pict_lang_test/bild23.png;1;s
22;pict_lang_test/bild17.png;1;x
22;pict_lang_test/bild4.png;1;j
22;pict_lang_test/bild28.png;1;c
22;pict_lang_test/bild7.png;1;e
22;pict_lang_test/bild21.png;0;g
22;pict_lang_test/bild14.png;1;4
22;pict_lang_test/bild15.png;1;y
22;pict_lang_test/bild27.png;1;f
22;pict_lang_test/bild26.png;1;l
22;pict_lang_test/bild8.png;1;h
22;pict_lang_test/bild3.png;1;p
22;pict_lang_test/bild5.png;0;n
22;pict_lang_test/bild16.png;1;2
22;pict_lang_test/bild11.png;1;w
22;pict_lang_test/bild19.png;0;s
22;pict_lang_test/bild10.png;1;q
22;pict_lang_test/bild20.png;0;j
22;pict_lang_test/bild18.png;1;u
22;pict_lang_test/bild25.png;1;r
22;pict_lang_test/bild12.png;1;1
22;pict_lang_test/bild22.png;1;t
23;pict_lang_test/bild7.png;1;e
23;pict_lang_test/bild27.png;1;f
23;pict_lang_test/bild26.png;1;l
23;pict_lang_test/bild24.png;1;m
23;pict_lang_test/bild13.png;1;3
23;pict_lang_test/bild14.png;1;4
23;pict_lang_test/bild3.png;1;p
23;pict_lang_test/bild15.png;1;y
23;pict_lang_test/bild2.png;1;v
23;pict_lang_test/bild6.png;1;d
23;pict_lang_test/bild11.png;1;w
23;pict_lang_test/bild20.png;1;i
23;pict_lang_test/bild23.png;1;s
23;pict_lang_test/bild29.png;1;b
23;pict_lang_test/bild12.png;0;i
23;pict_lang_test/bild1.png;1;z
23;pict_lang_test/bild5.png;1;g
23;pict_lang_test/bild19.png;0;s
23;pict_lang_test/bild10.png;1;q
23;pict_lang_test/bild22.png;1;t
23;pict_lang_test/bild4.png;1;j
23;pict_lang_test/bild16.png;1;2
23;pict_lang_test/bild18.png;1;u
23;pict_lang_test/bild21.png;0;g
23;pict_lang_test/bild28.png;1;c
23;pict_lang_test/bild8.png;1;h
23;pict_lang_test/bild17.png;1;x
23;pict_lang_test/bild30.png;1;a
23;pict_lang_test/bild25.png;1;r
23;pict_lang_test/bild9.png;1;k
24;pict_lang_test/bild23.png;1;s
24;pict_lang_test/bild24.png;1;m
24;pict_lang_test/bild17.png;1;x
24;pict_lang_test/bild14.png;1;4
24;pict_lang_test/bild12.png;1;1
24;pict_lang_test/bild28.png;1;c
24;pict_lang_test/bild20.png;1;i
24;pict_lang_test/bild27.png;1;f
24;pict_lang_test/bild4.png;1;j
